day,insurance,visitId,lengthPagecount,discount,whoweare,catalog,hour,application,lengthSeconds,howtojoin,referrerType
Wednesday,FALSE,5375,3,FALSE,FALSE,FALSE,19,FALSE,120,FALSE,Fulltext
Wednesday,FALSE,5381,3,FALSE,FALSE,FALSE,20,FALSE,180,FALSE,Catalogue
Wednesday,FALSE,5391,4,FALSE,FALSE,FALSE,21,FALSE,120,FALSE,Fulltext
Wednesday,FALSE,5392,9,FALSE,FALSE,FALSE,21,FALSE,780,FALSE,Other
Wednesday,FALSE,5398,5,FALSE,FALSE,FALSE,21,FALSE,180,FALSE,Partners
Wednesday,FALSE,5399,14,FALSE,FALSE,FALSE,21,FALSE,1320,FALSE,NA
Wednesday,FALSE,5405,17,FALSE,FALSE,FALSE,22,FALSE,1740,FALSE,NA
Wednesday,FALSE,5410,5,FALSE,FALSE,FALSE,22,FALSE,600,FALSE,Fulltext
Wednesday,FALSE,5411,4,FALSE,FALSE,FALSE,22,FALSE,300,FALSE,Catalogue
Wednesday,FALSE,5419,17,FALSE,FALSE,FALSE,23,FALSE,1080,FALSE,Partners
Wednesday,FALSE,5421,4,FALSE,FALSE,FALSE,23,FALSE,360,FALSE,Fulltext
Thursday,FALSE,5430,4,FALSE,FALSE,FALSE,0,FALSE,120,FALSE,Fulltext
Thursday,FALSE,5433,3,FALSE,FALSE,FALSE,6,FALSE,120,FALSE,NA
Thursday,FALSE,5440,3,FALSE,FALSE,FALSE,6,FALSE,120,FALSE,NA
Thursday,FALSE,5444,3,FALSE,FALSE,FALSE,7,FALSE,120,FALSE,Fulltext
Thursday,FALSE,5446,4,FALSE,FALSE,TRUE,7,FALSE,120,FALSE,Catalogue
Thursday,FALSE,5450,4,FALSE,FALSE,TRUE,7,FALSE,120,FALSE,Fulltext
Thursday,FALSE,5459,22,FALSE,FALSE,FALSE,9,FALSE,2520,FALSE,Partners
Thursday,FALSE,5461,4,FALSE,FALSE,FALSE,8,FALSE,120,FALSE,Fulltext
Thursday,FALSE,5468,8,FALSE,FALSE,FALSE,9,FALSE,660,FALSE,Catalogue
Thursday,FALSE,5471,12,FALSE,FALSE,FALSE,9,FALSE,540,FALSE,NA
Thursday,FALSE,5481,6,FALSE,FALSE,FALSE,10,FALSE,240,FALSE,Fulltext
Thursday,FALSE,5482,3,FALSE,FALSE,FALSE,10,FALSE,900,FALSE,NA
Thursday,FALSE,5484,5,FALSE,FALSE,FALSE,10,FALSE,120,FALSE,Fulltext
Thursday,FALSE,5486,5,FALSE,FALSE,FALSE,10,FALSE,600,FALSE,NA
Thursday,FALSE,5487,8,FALSE,FALSE,FALSE,10,FALSE,1320,FALSE,NA
Thursday,FALSE,5490,3,FALSE,FALSE,FALSE,10,FALSE,360,FALSE,NA
Thursday,FALSE,5492,3,FALSE,FALSE,FALSE,10,FALSE,120,FALSE,NA
Thursday,FALSE,5493,7,FALSE,FALSE,FALSE,10,FALSE,120,FALSE,Fulltext
Thursday,FALSE,5502,6,TRUE,FALSE,FALSE,10,FALSE,1020,FALSE,NA
Thursday,FALSE,5508,12,FALSE,FALSE,FALSE,10,FALSE,300,FALSE,NA
Thursday,FALSE,5510,7,TRUE,FALSE,FALSE,10,FALSE,540,FALSE,NA
Thursday,FALSE,5513,5,FALSE,FALSE,FALSE,11,FALSE,540,FALSE,Fulltext
Thursday,FALSE,5514,4,FALSE,FALSE,FALSE,11,FALSE,360,FALSE,Fulltext
Thursday,FALSE,5519,7,FALSE,FALSE,TRUE,11,FALSE,180,FALSE,NA
Thursday,FALSE,5520,4,FALSE,FALSE,FALSE,11,FALSE,120,FALSE,NA
Thursday,FALSE,5522,16,FALSE,FALSE,FALSE,11,FALSE,1080,FALSE,NA
Thursday,FALSE,5523,2,FALSE,FALSE,FALSE,11,FALSE,300,FALSE,Fulltext
Thursday,FALSE,5529,5,FALSE,FALSE,FALSE,11,FALSE,660,FALSE,Other
Thursday,FALSE,5530,6,FALSE,FALSE,FALSE,11,FALSE,180,FALSE,NA
Thursday,FALSE,5531,5,FALSE,FALSE,FALSE,11,FALSE,300,FALSE,NA
Thursday,FALSE,5532,6,FALSE,FALSE,TRUE,11,FALSE,240,FALSE,Fulltext
Thursday,FALSE,5535,4,FALSE,FALSE,FALSE,11,FALSE,360,FALSE,Fulltext
Thursday,FALSE,5546,3,FALSE,FALSE,FALSE,12,FALSE,120,FALSE,Catalogue
Thursday,FALSE,5550,4,FALSE,FALSE,FALSE,12,FALSE,300,FALSE,NA
Thursday,FALSE,5556,4,FALSE,FALSE,FALSE,12,FALSE,180,FALSE,NA
Thursday,FALSE,5562,4,FALSE,FALSE,FALSE,12,FALSE,120,FALSE,Other
Thursday,FALSE,5568,2,TRUE,FALSE,FALSE,12,FALSE,480,FALSE,NA
Thursday,FALSE,5575,6,FALSE,FALSE,FALSE,13,FALSE,180,FALSE,NA
Thursday,FALSE,5584,3,FALSE,FALSE,FALSE,13,FALSE,120,FALSE,Fulltext
Thursday,FALSE,5588,8,FALSE,FALSE,FALSE,13,FALSE,600,FALSE,Partners
Thursday,FALSE,5590,10,FALSE,FALSE,FALSE,13,FALSE,1560,FALSE,NA
Thursday,FALSE,5591,6,FALSE,FALSE,FALSE,13,FALSE,240,FALSE,NA
Thursday,FALSE,5593,2,FALSE,FALSE,FALSE,13,FALSE,180,FALSE,OwnWebs
Thursday,FALSE,5594,4,FALSE,FALSE,FALSE,13,FALSE,360,FALSE,NA
Thursday,FALSE,5595,3,FALSE,FALSE,FALSE,13,FALSE,180,FALSE,NA
Thursday,FALSE,5600,3,FALSE,FALSE,FALSE,13,FALSE,180,FALSE,Fulltext
Thursday,FALSE,5632,4,FALSE,FALSE,FALSE,14,FALSE,120,FALSE,Other
Thursday,FALSE,5635,4,FALSE,TRUE,TRUE,14,FALSE,120,FALSE,NA
Thursday,FALSE,5638,5,FALSE,FALSE,FALSE,14,FALSE,480,FALSE,NA
Thursday,FALSE,5639,3,FALSE,FALSE,FALSE,14,FALSE,240,FALSE,NA
Thursday,FALSE,5640,9,FALSE,FALSE,FALSE,14,FALSE,480,FALSE,NA
Thursday,FALSE,5645,3,FALSE,FALSE,FALSE,14,FALSE,120,FALSE,NA
Thursday,FALSE,5647,3,FALSE,FALSE,FALSE,15,FALSE,480,FALSE,Fulltext
Thursday,FALSE,5649,16,FALSE,FALSE,FALSE,15,FALSE,780,FALSE,NA
Thursday,FALSE,5658,8,FALSE,FALSE,FALSE,15,FALSE,960,FALSE,NA
Thursday,FALSE,5661,2,FALSE,FALSE,FALSE,15,FALSE,120,FALSE,NA
Thursday,FALSE,5662,7,FALSE,FALSE,FALSE,15,FALSE,480,FALSE,NA
Thursday,FALSE,5666,3,FALSE,FALSE,FALSE,15,FALSE,120,FALSE,NA
Thursday,FALSE,5674,12,FALSE,FALSE,TRUE,16,FALSE,840,FALSE,NA
Thursday,FALSE,5677,5,FALSE,FALSE,FALSE,15,FALSE,300,FALSE,NA
Thursday,FALSE,5682,9,FALSE,FALSE,FALSE,16,FALSE,240,FALSE,NA
Thursday,FALSE,5688,6,FALSE,FALSE,FALSE,16,FALSE,600,FALSE,Fulltext
Thursday,FALSE,5695,5,FALSE,FALSE,FALSE,17,FALSE,360,FALSE,NA
Thursday,FALSE,5705,3,FALSE,FALSE,TRUE,17,FALSE,840,FALSE,Fulltext
Thursday,FALSE,5740,2,FALSE,FALSE,FALSE,19,FALSE,720,FALSE,Fulltext
Thursday,FALSE,5751,8,FALSE,FALSE,FALSE,19,FALSE,540,FALSE,Catalogue
Thursday,FALSE,5769,7,FALSE,FALSE,FALSE,21,FALSE,360,FALSE,Fulltext
Thursday,FALSE,5776,6,FALSE,FALSE,FALSE,21,FALSE,180,FALSE,NA
Thursday,FALSE,5786,2,FALSE,FALSE,FALSE,23,FALSE,120,FALSE,Fulltext
Friday,FALSE,5795,6,FALSE,FALSE,FALSE,2,FALSE,180,FALSE,Other
Friday,FALSE,5801,4,FALSE,FALSE,TRUE,6,FALSE,420,FALSE,Partners
Friday,FALSE,5803,6,FALSE,TRUE,TRUE,7,FALSE,1380,FALSE,NA
Friday,FALSE,5805,2,FALSE,FALSE,FALSE,7,FALSE,120,FALSE,Fulltext
Friday,FALSE,5807,8,FALSE,FALSE,FALSE,7,FALSE,360,FALSE,NA
Friday,FALSE,5813,9,FALSE,FALSE,FALSE,8,FALSE,540,FALSE,Fulltext
Friday,FALSE,5814,3,FALSE,FALSE,FALSE,8,FALSE,720,FALSE,Fulltext
Friday,FALSE,5818,4,FALSE,FALSE,FALSE,8,FALSE,360,FALSE,Fulltext
Friday,FALSE,5819,7,FALSE,FALSE,FALSE,8,FALSE,540,FALSE,Partners
Friday,FALSE,5820,6,FALSE,FALSE,FALSE,8,FALSE,780,FALSE,Fulltext
Friday,FALSE,5821,4,FALSE,FALSE,FALSE,8,FALSE,180,FALSE,Fulltext
Friday,FALSE,5829,6,FALSE,FALSE,FALSE,9,FALSE,180,FALSE,Fulltext
Friday,FALSE,5830,7,FALSE,FALSE,FALSE,9,FALSE,900,FALSE,NA
Friday,FALSE,5831,6,FALSE,FALSE,FALSE,9,FALSE,360,FALSE,Fulltext
Friday,FALSE,5835,3,FALSE,FALSE,FALSE,9,FALSE,240,FALSE,Partners
Friday,FALSE,5836,4,FALSE,FALSE,FALSE,9,FALSE,180,FALSE,Fulltext
Friday,FALSE,5837,9,TRUE,FALSE,FALSE,9,FALSE,1140,FALSE,Fulltext
Friday,FALSE,5839,3,FALSE,FALSE,FALSE,9,FALSE,120,FALSE,Fulltext
Friday,FALSE,5840,6,FALSE,FALSE,FALSE,10,FALSE,4140,FALSE,NA
Friday,FALSE,5841,4,FALSE,FALSE,FALSE,9,FALSE,240,FALSE,Fulltext
Friday,FALSE,5846,5,FALSE,FALSE,FALSE,9,FALSE,180,FALSE,Fulltext
Friday,FALSE,5862,12,FALSE,FALSE,TRUE,10,FALSE,900,FALSE,Fulltext
Friday,FALSE,5878,4,FALSE,FALSE,FALSE,11,FALSE,720,FALSE,NA
Friday,FALSE,5881,6,FALSE,FALSE,FALSE,11,FALSE,1020,FALSE,NA
Friday,FALSE,5890,4,FALSE,FALSE,FALSE,11,FALSE,120,FALSE,OwnWebs
Friday,FALSE,5891,5,FALSE,FALSE,FALSE,11,FALSE,300,FALSE,OwnWebs
Friday,FALSE,5893,5,FALSE,FALSE,FALSE,11,FALSE,480,FALSE,Catalogue
Friday,FALSE,5904,9,FALSE,FALSE,FALSE,11,FALSE,720,FALSE,NA
Friday,FALSE,5906,5,FALSE,FALSE,TRUE,11,FALSE,360,FALSE,NA
Friday,FALSE,5909,4,FALSE,FALSE,FALSE,12,FALSE,960,FALSE,Fulltext
Friday,FALSE,5921,5,FALSE,FALSE,FALSE,12,FALSE,240,FALSE,NA
Friday,FALSE,5925,7,FALSE,FALSE,FALSE,12,FALSE,600,FALSE,NA
Friday,FALSE,5928,5,FALSE,FALSE,FALSE,12,FALSE,120,FALSE,NA
Friday,FALSE,5936,5,FALSE,FALSE,FALSE,12,FALSE,360,FALSE,NA
Friday,FALSE,5939,6,FALSE,FALSE,FALSE,12,FALSE,180,FALSE,Partners
Friday,FALSE,5949,3,FALSE,FALSE,FALSE,13,FALSE,240,FALSE,Fulltext
Friday,FALSE,5950,7,FALSE,FALSE,FALSE,13,FALSE,1020,FALSE,NA
Friday,FALSE,5956,2,FALSE,FALSE,FALSE,13,FALSE,180,FALSE,Fulltext
Friday,FALSE,5958,3,FALSE,FALSE,FALSE,13,FALSE,120,FALSE,Fulltext
Friday,FALSE,5959,8,FALSE,FALSE,TRUE,13,FALSE,420,FALSE,Fulltext
Friday,FALSE,5965,3,FALSE,TRUE,FALSE,13,FALSE,420,FALSE,Fulltext
Friday,FALSE,5969,4,FALSE,FALSE,FALSE,13,FALSE,120,FALSE,OwnWebs
Friday,FALSE,5970,2,FALSE,FALSE,FALSE,14,FALSE,600,FALSE,NA
Friday,FALSE,5979,3,FALSE,FALSE,FALSE,14,FALSE,120,FALSE,Partners
Friday,FALSE,5982,2,FALSE,FALSE,FALSE,14,FALSE,120,FALSE,NA
Friday,FALSE,5984,11,FALSE,FALSE,FALSE,14,FALSE,660,FALSE,NA
Friday,FALSE,5991,3,FALSE,FALSE,FALSE,14,FALSE,180,FALSE,Fulltext
Friday,FALSE,5993,4,FALSE,FALSE,FALSE,14,FALSE,240,FALSE,NA
Friday,FALSE,5997,11,FALSE,FALSE,FALSE,15,FALSE,1380,FALSE,NA
Friday,FALSE,6005,4,TRUE,FALSE,FALSE,15,FALSE,180,FALSE,NA
Friday,FALSE,6007,23,FALSE,FALSE,FALSE,15,FALSE,1500,FALSE,Partners
Friday,FALSE,6013,3,FALSE,FALSE,FALSE,15,FALSE,180,FALSE,Other
Friday,FALSE,6015,5,FALSE,FALSE,FALSE,15,FALSE,120,FALSE,Fulltext
Friday,FALSE,6019,11,FALSE,FALSE,FALSE,16,FALSE,840,FALSE,Fulltext
Friday,FALSE,6021,4,FALSE,FALSE,FALSE,16,FALSE,120,FALSE,Fulltext
Friday,FALSE,6025,3,FALSE,FALSE,FALSE,16,FALSE,120,FALSE,Catalogue
Friday,FALSE,6026,13,FALSE,FALSE,TRUE,16,FALSE,780,FALSE,NA
Friday,FALSE,6032,3,FALSE,FALSE,FALSE,16,FALSE,180,FALSE,NA
Friday,FALSE,6035,11,TRUE,TRUE,TRUE,17,FALSE,1440,FALSE,NA
Friday,FALSE,6043,3,FALSE,FALSE,FALSE,17,FALSE,120,FALSE,NA
Friday,FALSE,6047,4,FALSE,FALSE,FALSE,17,FALSE,120,FALSE,Fulltext
Friday,FALSE,6065,2,FALSE,FALSE,FALSE,18,FALSE,180,FALSE,NA
Friday,FALSE,6068,12,FALSE,FALSE,FALSE,19,FALSE,1500,FALSE,NA
Friday,FALSE,6079,5,FALSE,TRUE,FALSE,19,FALSE,420,FALSE,NA
Friday,FALSE,6081,8,FALSE,FALSE,FALSE,20,FALSE,2400,FALSE,NA
Friday,FALSE,6090,5,FALSE,FALSE,FALSE,20,FALSE,780,FALSE,Fulltext
Friday,FALSE,6093,10,FALSE,FALSE,FALSE,20,FALSE,960,FALSE,NA
Friday,FALSE,6100,5,FALSE,FALSE,FALSE,21,FALSE,720,FALSE,NA
Friday,FALSE,6105,6,FALSE,FALSE,FALSE,21,FALSE,420,FALSE,Fulltext
Friday,FALSE,6106,2,FALSE,FALSE,FALSE,21,FALSE,180,FALSE,NA
Friday,FALSE,6111,3,FALSE,FALSE,TRUE,22,FALSE,240,FALSE,NA
Friday,FALSE,6114,10,FALSE,FALSE,FALSE,23,FALSE,1320,FALSE,NA
Friday,FALSE,6116,8,FALSE,FALSE,FALSE,23,FALSE,300,FALSE,Fulltext
Saturday,FALSE,6124,2,FALSE,FALSE,FALSE,1,FALSE,120,FALSE,Fulltext
Saturday,FALSE,6129,4,FALSE,FALSE,FALSE,8,FALSE,1080,FALSE,Fulltext
Saturday,FALSE,6131,6,FALSE,FALSE,FALSE,9,FALSE,120,FALSE,NA
Saturday,FALSE,6134,4,FALSE,FALSE,FALSE,10,FALSE,1380,FALSE,Fulltext
Saturday,FALSE,6139,2,FALSE,FALSE,FALSE,11,FALSE,180,FALSE,NA
Saturday,FALSE,6141,2,FALSE,FALSE,FALSE,11,FALSE,120,FALSE,NA
Saturday,FALSE,6143,3,FALSE,FALSE,FALSE,11,FALSE,120,FALSE,Fulltext
Saturday,FALSE,6145,3,FALSE,FALSE,FALSE,11,FALSE,960,FALSE,NA
Saturday,FALSE,6148,4,FALSE,FALSE,FALSE,12,FALSE,240,FALSE,Fulltext
Saturday,FALSE,6150,8,FALSE,FALSE,FALSE,12,FALSE,840,FALSE,Fulltext
Saturday,FALSE,6161,5,FALSE,FALSE,FALSE,13,FALSE,240,FALSE,NA
Saturday,FALSE,6164,7,FALSE,FALSE,FALSE,14,FALSE,240,FALSE,Fulltext
Saturday,FALSE,6165,6,FALSE,FALSE,FALSE,14,FALSE,540,FALSE,Fulltext
Saturday,FALSE,6167,6,FALSE,FALSE,FALSE,14,FALSE,900,FALSE,NA
Saturday,FALSE,6169,4,FALSE,FALSE,FALSE,14,FALSE,180,FALSE,NA
Saturday,FALSE,6170,3,FALSE,FALSE,FALSE,14,FALSE,180,FALSE,Fulltext
Saturday,FALSE,6171,2,FALSE,FALSE,FALSE,14,FALSE,240,FALSE,NA
Saturday,FALSE,6176,3,FALSE,FALSE,FALSE,14,FALSE,240,FALSE,NA
Saturday,FALSE,6185,2,FALSE,FALSE,FALSE,15,FALSE,120,FALSE,Fulltext
Saturday,FALSE,6193,12,TRUE,FALSE,FALSE,17,FALSE,1440,FALSE,Other
Saturday,FALSE,6194,12,FALSE,FALSE,FALSE,17,FALSE,1620,FALSE,Fulltext
Saturday,FALSE,6197,5,FALSE,FALSE,FALSE,17,FALSE,180,FALSE,NA
Saturday,FALSE,6209,5,FALSE,FALSE,FALSE,18,FALSE,540,FALSE,NA
Saturday,FALSE,6215,5,FALSE,FALSE,FALSE,18,FALSE,300,FALSE,NA
Saturday,FALSE,6220,4,FALSE,FALSE,FALSE,19,FALSE,420,FALSE,NA
Saturday,FALSE,6223,6,FALSE,FALSE,FALSE,19,FALSE,360,FALSE,Partners
Saturday,FALSE,6230,3,FALSE,FALSE,FALSE,19,FALSE,180,FALSE,Partners
Saturday,FALSE,6233,3,FALSE,FALSE,FALSE,20,FALSE,480,FALSE,NA
Saturday,FALSE,6240,10,FALSE,FALSE,FALSE,20,FALSE,720,FALSE,NA
Saturday,FALSE,6243,3,FALSE,FALSE,FALSE,20,FALSE,120,FALSE,Catalogue
Saturday,FALSE,6249,3,FALSE,FALSE,FALSE,20,FALSE,240,FALSE,NA
Saturday,FALSE,6252,3,FALSE,FALSE,FALSE,21,FALSE,180,FALSE,Fulltext
Saturday,FALSE,6263,6,FALSE,FALSE,FALSE,22,FALSE,480,FALSE,NA
Sunday,FALSE,6274,12,FALSE,FALSE,FALSE,0,FALSE,360,FALSE,NA
Sunday,FALSE,6279,5,FALSE,FALSE,FALSE,3,FALSE,1200,FALSE,Fulltext
Sunday,FALSE,6281,5,FALSE,FALSE,TRUE,3,FALSE,120,FALSE,NA
Sunday,FALSE,6290,10,FALSE,FALSE,FALSE,10,FALSE,1860,FALSE,Fulltext
Sunday,FALSE,6295,5,FALSE,FALSE,FALSE,10,FALSE,480,FALSE,NA
Sunday,FALSE,6300,2,FALSE,FALSE,FALSE,10,FALSE,120,TRUE,Fulltext
Sunday,FALSE,6308,4,FALSE,FALSE,FALSE,11,FALSE,120,FALSE,NA
Sunday,FALSE,6311,5,FALSE,FALSE,FALSE,11,FALSE,120,FALSE,Fulltext
Sunday,FALSE,6324,6,FALSE,TRUE,TRUE,11,FALSE,240,FALSE,Fulltext
Sunday,FALSE,6325,8,FALSE,FALSE,FALSE,11,FALSE,300,FALSE,NA
Sunday,FALSE,6326,3,FALSE,FALSE,FALSE,11,FALSE,420,FALSE,Catalogue
Sunday,FALSE,6331,3,FALSE,FALSE,FALSE,12,FALSE,120,FALSE,Fulltext
Sunday,FALSE,6337,3,FALSE,FALSE,FALSE,13,FALSE,120,FALSE,Fulltext
Sunday,FALSE,6341,4,FALSE,FALSE,TRUE,13,FALSE,360,FALSE,Partners
Sunday,FALSE,6342,6,FALSE,FALSE,FALSE,13,FALSE,240,FALSE,Other
Sunday,FALSE,6343,3,FALSE,FALSE,FALSE,13,FALSE,240,FALSE,OwnWebs
Sunday,FALSE,6346,3,FALSE,FALSE,FALSE,14,FALSE,240,FALSE,Fulltext
Sunday,FALSE,6351,12,FALSE,FALSE,FALSE,14,FALSE,480,FALSE,NA
Sunday,FALSE,6358,4,FALSE,FALSE,FALSE,14,FALSE,780,FALSE,NA
Sunday,FALSE,6361,4,FALSE,FALSE,FALSE,14,FALSE,240,FALSE,NA
Sunday,FALSE,6365,7,FALSE,FALSE,FALSE,15,FALSE,600,FALSE,Fulltext
Sunday,FALSE,6367,4,FALSE,FALSE,FALSE,15,FALSE,180,FALSE,Fulltext
Sunday,FALSE,6369,5,FALSE,FALSE,FALSE,15,FALSE,360,FALSE,NA
Sunday,FALSE,6376,6,FALSE,FALSE,FALSE,15,FALSE,120,FALSE,NA
Sunday,FALSE,6377,7,FALSE,FALSE,TRUE,15,FALSE,960,FALSE,NA
Sunday,FALSE,6381,4,FALSE,TRUE,FALSE,15,FALSE,120,FALSE,Other
Sunday,FALSE,6386,7,TRUE,FALSE,FALSE,16,FALSE,240,FALSE,NA
Sunday,FALSE,6388,8,FALSE,FALSE,FALSE,16,FALSE,900,FALSE,Other
Sunday,FALSE,6390,9,FALSE,FALSE,FALSE,16,FALSE,660,FALSE,Fulltext
Sunday,FALSE,6391,2,FALSE,FALSE,FALSE,16,FALSE,120,FALSE,Fulltext
Sunday,FALSE,6395,4,FALSE,FALSE,FALSE,16,FALSE,360,FALSE,NA
Sunday,FALSE,6398,5,FALSE,FALSE,FALSE,16,FALSE,180,FALSE,NA
Sunday,FALSE,6404,10,FALSE,FALSE,FALSE,17,FALSE,600,FALSE,NA
Sunday,FALSE,6412,6,FALSE,FALSE,FALSE,17,FALSE,600,FALSE,Fulltext
Sunday,FALSE,6413,7,TRUE,FALSE,FALSE,17,FALSE,120,FALSE,NA
Sunday,FALSE,6415,3,FALSE,FALSE,FALSE,17,FALSE,120,FALSE,Fulltext
Sunday,FALSE,6416,34,FALSE,FALSE,FALSE,18,FALSE,3840,FALSE,NA
Sunday,FALSE,6429,2,FALSE,FALSE,FALSE,18,FALSE,360,FALSE,Fulltext
Sunday,FALSE,6434,6,FALSE,TRUE,FALSE,18,FALSE,240,FALSE,NA
Sunday,FALSE,6443,5,FALSE,FALSE,TRUE,19,FALSE,420,FALSE,NA
Sunday,FALSE,6448,4,FALSE,FALSE,FALSE,19,FALSE,300,FALSE,Catalogue
Sunday,FALSE,6452,7,FALSE,FALSE,FALSE,19,FALSE,300,FALSE,NA
Sunday,FALSE,6457,3,FALSE,FALSE,FALSE,19,FALSE,120,FALSE,Fulltext
Sunday,FALSE,6459,6,FALSE,FALSE,FALSE,20,FALSE,840,FALSE,Fulltext
Sunday,FALSE,6464,3,FALSE,FALSE,FALSE,20,FALSE,120,FALSE,Other
Sunday,FALSE,6474,5,FALSE,FALSE,FALSE,21,FALSE,360,FALSE,Other
Sunday,FALSE,6476,4,FALSE,FALSE,FALSE,21,FALSE,120,FALSE,Fulltext
Sunday,FALSE,6482,3,FALSE,FALSE,FALSE,21,FALSE,120,FALSE,NA
Sunday,FALSE,6488,6,FALSE,FALSE,FALSE,21,FALSE,360,FALSE,NA
Sunday,FALSE,6489,25,FALSE,FALSE,FALSE,21,FALSE,1200,FALSE,Fulltext
Sunday,FALSE,6493,2,FALSE,FALSE,FALSE,22,FALSE,300,FALSE,NA
Sunday,FALSE,6494,8,FALSE,FALSE,FALSE,22,FALSE,240,FALSE,NA
Sunday,FALSE,6495,8,FALSE,FALSE,FALSE,22,FALSE,1080,FALSE,Fulltext
Sunday,FALSE,6502,4,FALSE,FALSE,FALSE,22,FALSE,360,FALSE,NA
Sunday,FALSE,6505,2,FALSE,FALSE,FALSE,22,FALSE,180,FALSE,NA
Sunday,FALSE,6517,4,FALSE,FALSE,FALSE,23,FALSE,720,FALSE,Fulltext
Sunday,FALSE,6520,3,FALSE,FALSE,FALSE,23,FALSE,1080,FALSE,Fulltext
Sunday,FALSE,6523,13,FALSE,FALSE,FALSE,23,FALSE,720,FALSE,NA
Sunday,FALSE,6524,9,FALSE,FALSE,FALSE,23,FALSE,1740,FALSE,Fulltext
Sunday,FALSE,6531,5,FALSE,FALSE,FALSE,23,FALSE,840,FALSE,Fulltext
Monday,FALSE,6533,2,FALSE,FALSE,FALSE,0,FALSE,240,FALSE,NA
Monday,FALSE,6534,21,FALSE,FALSE,FALSE,0,FALSE,900,FALSE,Fulltext
Monday,FALSE,6537,3,FALSE,FALSE,FALSE,0,FALSE,120,FALSE,Fulltext
Monday,FALSE,6540,4,FALSE,FALSE,FALSE,0,FALSE,300,FALSE,NA
Monday,FALSE,6542,6,FALSE,FALSE,FALSE,1,FALSE,840,FALSE,NA
Monday,FALSE,6545,3,FALSE,FALSE,FALSE,6,FALSE,120,FALSE,Fulltext
Monday,FALSE,6550,9,FALSE,FALSE,FALSE,7,FALSE,720,FALSE,NA
Monday,FALSE,6554,3,FALSE,FALSE,FALSE,7,FALSE,240,FALSE,NA
Monday,FALSE,6566,16,FALSE,FALSE,FALSE,8,FALSE,1200,FALSE,NA
Monday,FALSE,6567,3,FALSE,TRUE,FALSE,8,FALSE,120,FALSE,NA
Monday,FALSE,6568,3,FALSE,FALSE,FALSE,8,FALSE,540,FALSE,Fulltext
Monday,FALSE,6579,6,FALSE,FALSE,FALSE,9,FALSE,480,FALSE,NA
Monday,FALSE,6581,13,FALSE,FALSE,TRUE,9,FALSE,1860,FALSE,Catalogue
Monday,FALSE,6582,10,FALSE,FALSE,FALSE,9,FALSE,480,FALSE,Fulltext
Monday,FALSE,6596,5,FALSE,FALSE,FALSE,9,FALSE,360,FALSE,NA
Monday,FALSE,6598,3,FALSE,FALSE,FALSE,9,FALSE,120,FALSE,NA
Monday,FALSE,6600,24,FALSE,FALSE,FALSE,10,FALSE,1860,FALSE,Fulltext
Monday,FALSE,6611,4,FALSE,FALSE,TRUE,10,FALSE,420,FALSE,Catalogue
Monday,FALSE,6612,5,FALSE,TRUE,FALSE,10,TRUE,540,FALSE,Fulltext
Monday,FALSE,6616,5,FALSE,FALSE,FALSE,10,FALSE,780,FALSE,OwnWebs
Monday,FALSE,6624,3,FALSE,FALSE,FALSE,10,FALSE,600,FALSE,NA
Monday,FALSE,6630,9,FALSE,FALSE,FALSE,10,FALSE,1020,FALSE,OwnWebs
Monday,FALSE,6632,5,FALSE,FALSE,FALSE,10,FALSE,300,FALSE,Fulltext
Monday,FALSE,6641,3,FALSE,FALSE,TRUE,10,FALSE,300,FALSE,NA
Monday,FALSE,6644,6,FALSE,FALSE,FALSE,11,FALSE,780,FALSE,Fulltext
Monday,FALSE,6645,2,FALSE,FALSE,FALSE,11,FALSE,300,FALSE,NA
Monday,FALSE,6650,6,FALSE,FALSE,FALSE,11,FALSE,720,FALSE,NA
Monday,FALSE,6652,8,FALSE,FALSE,FALSE,11,FALSE,480,FALSE,Other
Monday,FALSE,6654,7,FALSE,TRUE,FALSE,11,FALSE,540,FALSE,Fulltext
Monday,FALSE,6665,5,FALSE,FALSE,TRUE,11,FALSE,180,FALSE,NA
Monday,FALSE,6670,5,FALSE,FALSE,FALSE,11,FALSE,240,FALSE,Catalogue
Monday,FALSE,6672,3,FALSE,FALSE,FALSE,11,FALSE,120,FALSE,Fulltext
Monday,FALSE,6674,6,FALSE,FALSE,FALSE,11,FALSE,240,FALSE,NA
Monday,FALSE,6675,3,FALSE,FALSE,TRUE,11,FALSE,120,FALSE,NA
Monday,FALSE,6676,5,TRUE,FALSE,FALSE,11,FALSE,300,FALSE,NA
Monday,FALSE,6677,5,FALSE,FALSE,FALSE,11,FALSE,180,FALSE,NA
Monday,FALSE,6687,2,FALSE,FALSE,FALSE,11,FALSE,240,FALSE,NA
Monday,FALSE,6696,7,FALSE,FALSE,FALSE,12,FALSE,480,FALSE,Catalogue
Monday,FALSE,6697,15,FALSE,FALSE,FALSE,12,FALSE,900,FALSE,NA
Monday,FALSE,6698,3,FALSE,FALSE,FALSE,12,FALSE,480,FALSE,Fulltext
Monday,FALSE,6701,3,FALSE,FALSE,FALSE,12,FALSE,120,FALSE,NA
Monday,FALSE,6707,5,FALSE,FALSE,TRUE,12,FALSE,1440,FALSE,NA
Monday,FALSE,6712,5,FALSE,FALSE,FALSE,12,FALSE,900,FALSE,NA
Monday,FALSE,6713,3,FALSE,FALSE,FALSE,12,FALSE,240,FALSE,NA
